priority,item_id,product_name,image,reasons
"low","c3a70ce1-5b01-4fff-b43d-cabdab001981","Aurum Privée Edit Coach- New York Men 3.3 oz","/product-images/catalog-v2/c3a70ce1-5b01-4fff-b43d-cabdab001981.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","23d10190-c381-4f11-a23e-3da40fc53756","Aurum Privée Edit Dior- Forever and Dior Woman 3.4 EDT SP​","/product-images/catalog-v2/23d10190-c381-4f11-a23e-3da40fc53756.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","5ddbfde2-0d6f-496c-a333-1a90ab48cefd","Aurum Privée Edit Dolce & Gabbana- The One 75ml","/product-images/catalog-v2/5ddbfde2-0d6f-496c-a333-1a90ab48cefd.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","f34101dc-2e31-45f8-9264-1526b6e0bd5d","Aurum Privée Edit Ferrari- Red Power Ice 3 2.5 oz EDT","/product-images/catalog-v2/f34101dc-2e31-45f8-9264-1526b6e0bd5d.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","b02a5174-6c29-4220-a3ed-8b39fd238c1d","Aurum Privée Edit Giorgio Armani- Acqua Di Gio EDT 3.3","/product-images/catalog-v2/b02a5174-6c29-4220-a3ed-8b39fd238c1d.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","3f7c4865-bc0a-469d-a53a-3649c2e0b9a5","Aurum Privée Edit Giorgio Armani- Acqua Di Gioia EDP Spray 3.4","/product-images/catalog-v2/3f7c4865-bc0a-469d-a53a-3649c2e0b9a5.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","9ea3f098-b5ec-42ca-8ddf-22fcc841298e","Aurum Privée Edit Givenchy Pour Homme Blue Label 3.3 oz EDT SP","/product-images/catalog-v2/9ea3f098-b5ec-42ca-8ddf-22fcc841298e.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","f4590847-ba52-4403-8ed6-65d7de0f8fcd","Aurum Privée Edit Guess Girl 3.4 oz EDT SP","/product-images/catalog-v2/f4590847-ba52-4403-8ed6-65d7de0f8fcd.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","6c779dfe-c489-4d07-89f9-10dbb359b6da","Aurum Privée Edit Hollister Canyon Escape EDT sp 3.4oz","/product-images/catalog-v2/6c779dfe-c489-4d07-89f9-10dbb359b6da.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","e7326e39-852a-4707-bf71-e2f698669f28","Aurum Privée Edit Jimmy Choo -Leau EDT 3.0","/product-images/catalog-v2/e7326e39-852a-4707-bf71-e2f698669f28.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","353b3f1c-242c-4cea-8166-bb7357616e61","Aurum Privée Edit Jimmy Choo Flash EDP sp 3.3oz","/product-images/catalog-v2/353b3f1c-242c-4cea-8166-bb7357616e61.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","76d14bb8-25ea-4203-8918-6fe5d59db392","Aurum Privée Edit Jimmy Choo- Man Ice 3.3 oz EDT","/product-images/catalog-v2/76d14bb8-25ea-4203-8918-6fe5d59db392.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","4532e3d2-8470-4f9f-8e10-b530ab0030e6","Aurum Privée Edit Lattafa Al Dur Al Maknoon Silver 3.4 EDP","/product-images/catalog-v2/4532e3d2-8470-4f9f-8e10-b530ab0030e6.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","61dd6dd8-42ac-4976-9d55-3832b0c3762f","Aurum Privée Edit Lattafa Ameerat Al Arab Asdaaf 3.3 EDP SP","/product-images/catalog-v2/61dd6dd8-42ac-4976-9d55-3832b0c3762f.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","2b4afebe-f1d6-4044-91c7-fdf72774d3f7","Aurum Privée Edit Lattafa Pride Awaan EDP SP 3.4 oz","/product-images/catalog-v2/2b4afebe-f1d6-4044-91c7-fdf72774d3f7.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","1171b606-5962-47dd-95e1-bab7ae087d6f","Aurum Privée Edit Liz Claiborne Curve Chill 4.2 EDP","/product-images/catalog-v2/1171b606-5962-47dd-95e1-bab7ae087d6f.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","131cc77f-bc92-4f18-8056-cdc5dd2f9c70","Aurum Privée Edit Mademoiselle Debutante Intense Spray 3.4oz","/product-images/catalog-v2/131cc77f-bc92-4f18-8056-cdc5dd2f9c70.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","fe8e480e-5255-414e-ae77-2048c0216865","Aurum Privée Edit Mademoiselle In Bloom EDP Spray 3.4  EDP SP","/product-images/catalog-v2/fe8e480e-5255-414e-ae77-2048c0216865.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","93463625-29ac-4eea-ac01-baf9be877308","Aurum Privée Edit Maison Alhambra Philos Roosso EDP SP 3.4oz","/product-images/catalog-v2/93463625-29ac-4eea-ac01-baf9be877308.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","fcb0948b-76eb-4899-8365-76e6ebe9e63c","Aurum Privée Edit Mont Blanc Explorer / Mont Blanc EDP Spray 3.3 oz","/product-images/catalog-v2/fcb0948b-76eb-4899-8365-76e6ebe9e63c.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","aacaf8d4-7f43-40a6-9b67-f865376ff817","Aurum Privée Edit Narciso Rodriguez For Her EDP 1.6","/product-images/catalog-v2/aacaf8d4-7f43-40a6-9b67-f865376ff817.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","f25bd7c2-cb37-42b6-98fe-c8e1bc4c1c3e","Aurum Privée Edit Paco Black XS EDT sp 3.4oz","/product-images/catalog-v2/f25bd7c2-cb37-42b6-98fe-c8e1bc4c1c3e.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","d4465743-f869-487b-bd6d-00e17fd891d0","Aurum Privée Edit Paco Invictus Aqua Men 3.4 EDT SP","/product-images/catalog-v2/d4465743-f869-487b-bd6d-00e17fd891d0.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","1c267566-e8f3-4994-98a6-bf59b72ee86e","Aurum Privée Edit Paco Rabanne Men's Invictus Victory EDP Spray 3.4 oz","/product-images/catalog-v2/1c267566-e8f3-4994-98a6-bf59b72ee86e.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","cf8ec8aa-29a3-41c3-a9ae-efaec948732a","Aurum Privée Edit Paris Hilton","/product-images/catalog-v2/cf8ec8aa-29a3-41c3-a9ae-efaec948732a.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","43e07d3f-08f1-4532-b5c5-c6e29d60d4b5","Azzaro The Most Wanted Intense 3.4oz EDP SP","/product-images/catalog-v2/43e07d3f-08f1-4532-b5c5-c6e29d60d4b5.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","d92262d1-05ae-4338-b8bb-832d0e58730c","Billie Eilish Your Turn EDP SP 3.4oz","/product-images/catalog-v2/d92262d1-05ae-4338-b8bb-832d0e58730c.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","e2efdc63-0243-4387-aeff-afac8e3302e7","Burberry Her EDP Intense SP 3.30z","/product-images/catalog-v2/e2efdc63-0243-4387-aeff-afac8e3302e7.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","472761c0-6b01-44de-84f1-e6bd202792dc","Burberry Her Elixir  1.7 EDP SP","/product-images/catalog-v2/472761c0-6b01-44de-84f1-e6bd202792dc.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","c906bec4-604d-4c08-a65a-c45c6d05b715","Bvlgari Omnia Coral 3.4 EDT SP","/product-images/catalog-v2/c906bec4-604d-4c08-a65a-c45c6d05b715.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","28d8a3be-8d80-4ca3-81e5-5d99dd7754bc","Cacharel Amor Amor 3.3oz EDT SP","/product-images/catalog-v2/28d8a3be-8d80-4ca3-81e5-5d99dd7754bc.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","9e1a4cdb-73fd-443e-bb11-4b3449bacc65","Carolina Herrera 212  VIP Rose 2.7  EDP","/product-images/catalog-v2/9e1a4cdb-73fd-443e-bb11-4b3449bacc65.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","8ae943d1-7fec-4774-be1d-faee47da1954","Carolina Herrera 212 Heroes Forever  EDP SP 2.7 oz","/product-images/catalog-v2/8ae943d1-7fec-4774-be1d-faee47da1954.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","94c27369-d313-410f-935a-cb46e8342a75","Carolina Herrera 212 VIP Rose 2.7 oz EDP SP","/product-images/catalog-v2/94c27369-d313-410f-935a-cb46e8342a75.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","60c8c2c6-036e-483b-99d9-93157b3e5787","Carolina Herrera Bad Boy 3.4 EDT SP","/product-images/catalog-v2/60c8c2c6-036e-483b-99d9-93157b3e5787.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","441b2390-5811-4cb8-a238-b396e7d96601","Carolina Herrera Bad Boy Gold Fantasy 3.4 EDT SP","/product-images/catalog-v2/441b2390-5811-4cb8-a238-b396e7d96601.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","234fd148-2851-4307-a9cc-1c65ea49ae09","Carolina Herrera Good Girl Blush 1.7 oz EDP SP","/product-images/catalog-v2/234fd148-2851-4307-a9cc-1c65ea49ae09.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","4f5c71f9-b87e-4cf7-a4ac-d9d01d9f0c8f","Carolina Herrera Good Girl EDP 2.7oz","/product-images/catalog-v2/4f5c71f9-b87e-4cf7-a4ac-d9d01d9f0c8f.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","0f03541f-5699-414a-92ff-eedd2283b18c","Carolina Herrera Good Girl Legere 2.7oz EDP SP","/product-images/catalog-v2/0f03541f-5699-414a-92ff-eedd2283b18c.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","8a1eba4e-c8d9-43de-9f55-aadc5d6ad39d","Carolina Herrera La Bomba EDP SP 2.7 oz","/product-images/catalog-v2/8a1eba4e-c8d9-43de-9f55-aadc5d6ad39d.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","dac7a903-71ac-4325-af48-a4898837b261","Carolina Herrera Very Good Girl 1.7 oz EDP SP","/product-images/catalog-v2/dac7a903-71ac-4325-af48-a4898837b261.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","8c715f50-f1d1-4afc-afef-130aa0a5b16d","Carolina Herrera Very Good Girl Elixir 2.7 EDP SP","/product-images/catalog-v2/8c715f50-f1d1-4afc-afef-130aa0a5b16d.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","378416e9-c033-4eee-a712-9d70f4a6913f","Christian Dior Addict 3.4 oz EDT SP","/product-images/catalog-v2/378416e9-c033-4eee-a712-9d70f4a6913f.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","2c111ba4-b277-48c7-904d-019aaae909f0","Christian Dior Dior Sauvage 3.4 EDP SP","/product-images/catalog-v2/2c111ba4-b277-48c7-904d-019aaae909f0.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","bff35a7c-24de-4769-ba84-c9a1f778bcae","Christian Dior Dior Sauvage Parfum 3.4 SP","/product-images/catalog-v2/bff35a7c-24de-4769-ba84-c9a1f778bcae.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","e44dee25-5b93-46ba-a78e-4600a3c21eb7","Christian Dior Poison 3.3 oz EDT SP","/product-images/catalog-v2/e44dee25-5b93-46ba-a78e-4600a3c21eb7.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","ea0fa039-e3b6-4f36-9cad-de6069f5a422","Coach Blue  1.3 EDT SP","/product-images/catalog-v2/ea0fa039-e3b6-4f36-9cad-de6069f5a422.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","28663ade-b517-4570-ad92-93d5d891f014","Coach Dreams Moonlight Woman 3.0 EDP SP","/product-images/catalog-v2/28663ade-b517-4570-ad92-93d5d891f014.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","459940bb-6e32-47ea-9521-389f2d122c5f","Coach New York EDT SP 6.7 oz (200ml)","/product-images/catalog-v2/459940bb-6e32-47ea-9521-389f2d122c5f.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","dce350f5-59e4-4600-afde-8229a2eadb8d","Coach Platinum 3.4 EDP SP","/product-images/catalog-v2/dce350f5-59e4-4600-afde-8229a2eadb8d.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","bb4d309c-a6ca-4584-98b8-1e1f7659fd51","Dior Sauvage 2.0 oz EDP SP","/product-images/catalog-v2/bb4d309c-a6ca-4584-98b8-1e1f7659fd51.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","1afac37c-ff41-430f-9b4d-5ef62ffc79e4","Dolce & Gabbana Devotion EDP SP 3.4 oz","/product-images/catalog-v2/1afac37c-ff41-430f-9b4d-5ef62ffc79e4.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","48462e7f-6fc5-47fc-a7ce-cf2d580acfa9","Dolce & Gabbana Intenso 4.23 oz EDP SP","/product-images/catalog-v2/48462e7f-6fc5-47fc-a7ce-cf2d580acfa9.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","80b94b49-ee58-42a3-8abc-10eef93a5cd0","Dolce & Gabbana L'Imperatrice 3.4 oz EDT SP","/product-images/catalog-v2/80b94b49-ee58-42a3-8abc-10eef93a5cd0.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","ecd76cb5-df78-424c-a080-00718a8001e1","ecd76cb5-df78-424c-a080-00718a8001e1","/product-images/catalog-v2/ecd76cb5-df78-424c-a080-00718a8001e1.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","51fea765-9c28-4234-8987-17fd0f1664a2","Elie Saab Le Parfum in White ED SP 3.0oz","/product-images/catalog-v2/51fea765-9c28-4234-8987-17fd0f1664a2.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","b3df38e9-0855-4fd2-9ced-b9451ef3fc8c","Elie Saab Le Parfum Royal 3.0 oz EDP SP","/product-images/catalog-v2/b3df38e9-0855-4fd2-9ced-b9451ef3fc8c.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","5e4fde97-d6c5-497d-9467-57fc1f6b47d1","Escada Magnetism 2.5oz EDP SP","/product-images/catalog-v2/5e4fde97-d6c5-497d-9467-57fc1f6b47d1.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","d4854821-a913-4db4-9d2e-c365ab70bf08","Geparlys Prive For King II Private Perfume 3.4 EDP SP","/product-images/catalog-v2/d4854821-a913-4db4-9d2e-c365ab70bf08.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","2fcf1db9-69b5-4a65-a809-50871cfc3ec6","Giorgio Armani Acqua Di Gio 3.4 EDT SP","/product-images/catalog-v2/2fcf1db9-69b5-4a65-a809-50871cfc3ec6.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","bf8bb360-1d0f-458e-9cdf-6f5d8ac7a28c","Giorgio Armani Emporio ""She"" 1.7 EDP SP","/product-images/catalog-v2/bf8bb360-1d0f-458e-9cdf-6f5d8ac7a28c.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","d5e1b9dc-f2d0-4cd8-82a6-22695d5d5981","Giorgio Armani Si Passione Eclat 1.7 oz EDP SP","/product-images/catalog-v2/d5e1b9dc-f2d0-4cd8-82a6-22695d5d5981.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","e3d41ae7-ecf9-46d6-8987-e2238e2a7e09","Giorgio Armani Stronger with you absolutely EDP 50ml","/product-images/catalog-v2/e3d41ae7-ecf9-46d6-8987-e2238e2a7e09.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","acbfeaef-1840-4c52-ad80-4048540c76fc","Givenchy Gentlemen Only 3.3 oz EDT SP","/product-images/catalog-v2/acbfeaef-1840-4c52-ad80-4048540c76fc.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","da50a4fe-7ce6-4309-8310-daf8d2d9dc19","Givenchy Very Irresistible 2.5 oz EDP SP","/product-images/catalog-v2/da50a4fe-7ce6-4309-8310-daf8d2d9dc19.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","10836a38-d303-43ab-b0ad-99c26fc7ae22","Gucci Bloom 1.7oz EDT SP","/product-images/catalog-v2/10836a38-d303-43ab-b0ad-99c26fc7ae22.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","b1bb152c-9c43-478d-afa8-355f2788591e","Gucci Bloom Intense 3.4 oz EDP SP","/product-images/catalog-v2/b1bb152c-9c43-478d-afa8-355f2788591e.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","1b07f80a-7f33-48b2-805c-55ce499cbaa0","Gucci Flora Gorgeous Gardenia 3.3 oz EDP SP","/product-images/catalog-v2/1b07f80a-7f33-48b2-805c-55ce499cbaa0.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","d6fcb202-917d-447b-8c9c-cd3355c53c01","Gucci Guilty Intense Woman 1.6 EDP SP","/product-images/catalog-v2/d6fcb202-917d-447b-8c9c-cd3355c53c01.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","23252797-e95b-4257-9965-00cefe217e9f","Gucci Guilty Pour Homme Cologne 3.0 SP","/product-images/catalog-v2/23252797-e95b-4257-9965-00cefe217e9f.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","65f1d36c-7989-4cd1-bdd0-1a69b31fbe87","Gucci Mini Set 0.16 oz EDP SP","/product-images/catalog-v2/65f1d36c-7989-4cd1-bdd0-1a69b31fbe87.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","bc46ca49-199a-4c09-93c4-322242482d9c","Guerlain Insolence EDT SP 2.5oz","/product-images/catalog-v2/bc46ca49-199a-4c09-93c4-322242482d9c.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","9e4bc424-371d-489c-a68e-c6a535ef7387","Guerlain Shalimar EDP SP 3.0 oz","/product-images/catalog-v2/9e4bc424-371d-489c-a68e-c6a535ef7387.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","094ab15c-95a3-4fad-9dce-b1e4f89c9a0c","Hollister Canyon Escape for Her 3.4 EDP SP","/product-images/catalog-v2/094ab15c-95a3-4fad-9dce-b1e4f89c9a0c.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","e98275e5-a7ef-4b3d-8512-43145b66264b","Hollister Canyon Rush for Him  3.3 oz EDT SP","/product-images/catalog-v2/e98275e5-a7ef-4b3d-8512-43145b66264b.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","437ab8ef-195b-4052-b442-4c7eb1e8f77c","Hollister Canyon Sky 3.4 oz EDP","/product-images/catalog-v2/437ab8ef-195b-4052-b442-4c7eb1e8f77c.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","9792c303-32f8-4693-af49-85cb6b11a509","Hollister Canyon Sky 3.4oz EDT SP","/product-images/catalog-v2/9792c303-32f8-4693-af49-85cb6b11a509.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","e4a348a1-16c0-4c2b-bde2-ef6f3e3728b5","Hugo Boss Hugo Dark Blue 2.5 oz EDT SP","/product-images/catalog-v2/e4a348a1-16c0-4c2b-bde2-ef6f3e3728b5.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","766eb149-ad72-47d2-a041-03af947b8d11","Hugo Boss Just Different 2.5 oz EDT SP","/product-images/catalog-v2/766eb149-ad72-47d2-a041-03af947b8d11.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","1b7366bb-3546-43a0-87af-86ffbe8aa75c","Issey Miyake L'eau D'issey Pour Homme Intense 4.2 EDT SP","/product-images/catalog-v2/1b7366bb-3546-43a0-87af-86ffbe8aa75c.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","1a6ed9b7-c698-464b-b856-6bb31bcf8a78","Jaguar Green 3.40z EDT SP","/product-images/catalog-v2/1a6ed9b7-c698-464b-b856-6bb31bcf8a78.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","b1a724c3-56fa-40c8-821d-b685e841751b","Jaguar Oud 3.4 oz EDP SP","/product-images/catalog-v2/b1a724c3-56fa-40c8-821d-b685e841751b.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","e737692b-e49c-4d74-978c-6129e29d3bbb","Jaguar Vision III 3.4oz EDT SP","/product-images/catalog-v2/e737692b-e49c-4d74-978c-6129e29d3bbb.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","c39639c0-daa6-4088-847d-e1c7fb6e26e6","Jean Paul Gaultier Classique 1.7 oz EDT SP","/product-images/catalog-v2/c39639c0-daa6-4088-847d-e1c7fb6e26e6.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","23fcd8b4-ac87-408b-8551-145d3b446636","Jean Paul Gaultier Classique 3.3 oz EDT SP","/product-images/catalog-v2/23fcd8b4-ac87-408b-8551-145d3b446636.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","5ec524a7-b3ae-4c1e-bbad-76e77847582e","Jean Paul Gaultier Divine 1.7 oz EDP SP","/product-images/catalog-v2/5ec524a7-b3ae-4c1e-bbad-76e77847582e.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","aa1c642d-604a-40c1-a3a0-a2c74376bc9a","Jean Paul Gaultier Divine Woman Le Parfum 3.4 Intense EDP SP","/product-images/catalog-v2/aa1c642d-604a-40c1-a3a0-a2c74376bc9a.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","f59b81bd-ed46-4fde-bac5-14632d86766e","Jean Paul Gaultier Le Beau 4.2 EDT SP","/product-images/catalog-v2/f59b81bd-ed46-4fde-bac5-14632d86766e.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","57d38fcb-4292-4743-a10a-7f4198a07a16","Jean Paul Gaultier Le Male Elixir 2.5 oz","/product-images/catalog-v2/57d38fcb-4292-4743-a10a-7f4198a07a16.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","9461d9c4-c819-430b-9f8b-05def9b38188","Jean Paul Gaultier Le Male Elixir Absolu Parfum Intsn 2.5oz SP","/product-images/catalog-v2/9461d9c4-c819-430b-9f8b-05def9b38188.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","a5903e96-689d-4aa7-99c1-df9db97cb883","Jean Paul Gaultier Scandal Absolu 2.7oz SP","/product-images/catalog-v2/a5903e96-689d-4aa7-99c1-df9db97cb883.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","efb37f60-3481-4a0d-844e-9fc189bc88ea","Jean Paul Gaultier Scandal Intense EDP SP 2.7oz","/product-images/catalog-v2/efb37f60-3481-4a0d-844e-9fc189bc88ea.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","4f1a139b-15ab-4d4c-9dd8-acc13135768f","Jean Paul Gaultier Scandal Pour Homme 6.7 EDT","/product-images/catalog-v2/4f1a139b-15ab-4d4c-9dd8-acc13135768f.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","79968d48-7a68-49c9-9faf-bd8ceae8a1ab","Jean Paul Gaultier Ultra Male Intense EDT SP 4.2 oz","/product-images/catalog-v2/79968d48-7a68-49c9-9faf-bd8ceae8a1ab.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","e200efd8-0be9-4bc2-af32-32f8e7b03316","Jessica Simpson Fancy Love 3.4 oz (100ml) EDP SP","/product-images/catalog-v2/e200efd8-0be9-4bc2-af32-32f8e7b03316.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","416fd56a-e763-4fae-be81-1460e3e93dbe","Jimmy Choo Man Intense 3.3 oz EDT SP","/product-images/catalog-v2/416fd56a-e763-4fae-be81-1460e3e93dbe.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","3387e45c-ee23-48c5-b6ca-bac029a52a6c","Jimmy Choo Rose Passion Woman 3.4 EDP SP","/product-images/catalog-v2/3387e45c-ee23-48c5-b6ca-bac029a52a6c.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","5cb39665-e1bb-4eaa-b2e8-7b2d6152ba9d","Jimmy Choo Woman 3.4 EDP SP Gift Set","/product-images/catalog-v2/5cb39665-e1bb-4eaa-b2e8-7b2d6152ba9d.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","5703a4ce-3bdd-4318-af10-fdf626d552d1","Juicy Couture Peace Love & Juicy EDP 3.4","/product-images/catalog-v2/5703a4ce-3bdd-4318-af10-fdf626d552d1.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","27d761e8-ddbb-4d90-8917-1795b9888af8","Kenneth Cole Black Men 3.3 EDT SP","/product-images/catalog-v2/27d761e8-ddbb-4d90-8917-1795b9888af8.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","6021d24f-f1df-436a-bc99-69eb0f902649","Kenneth Cole Mankind Unlimited 6.7 EDT SP","/product-images/catalog-v2/6021d24f-f1df-436a-bc99-69eb0f902649.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","1b40658e-5314-4b2c-b9b1-ee27e75bfb3c","Lacoste Red 4.2 EDT SP","/product-images/catalog-v2/1b40658e-5314-4b2c-b9b1-ee27e75bfb3c.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","3f358a26-b87e-49b6-9721-a1d0e34c0e98","Lancome La Nuit Tresor 1.7 oz EDP SP","/product-images/catalog-v2/3f358a26-b87e-49b6-9721-a1d0e34c0e98.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
"low","7e1481e3-a43b-4b8b-88c9-d703ffa63aa3","Lancome Tresor Midnight Rose 1.7 oz EDP SP","/product-images/catalog-v2/7e1481e3-a43b-4b8b-88c9-d703ffa63aa3.webp","replace-with-official-high-resolution-packshot|manual-source-rights-and-watermark-check"
